ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM,risco_evasao,classificacao,predicao
2021,2012.0,,1,,Avaliador-13,Avaliador-3,,,,,92.0,316.0,4.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,9.0,5.0,7.3,12.0,9.0,,7.7730935185,7.485,7.5595,Não,6.7,Escola Pública,7.5,5.6,8.583,7.8,2.0,,Ametista,Ametista,Ametista,Ametista,,6.7,Promovido de Fase,Promovido de Fase,Não avaliado,,Sem limitações,J,7.485,,1,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.9988677687665185,Alto,1
2022,2013.0,,1,,Avaliador-13,Avaliador-3,,,,,37.0,131.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,9.5,5.0,9.0,12.0,9.2,,7.7730935185,8.058,7.5595,Não,6.7,Escola Pública,7.5,5.6,9.167,8.5,2.0,,Ametista,Ametista,,Ametista,,9.5,Promovido de Fase,Promovido de Fase,Não avaliado,,Sem limitações,J,8.058,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.998637071410466,Alto,1
2022,2011.0,,1,,Avaliador-4,Avaliador-2,,,,,64.0,249.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,8.5,5.0,7.5,12.0,9.3,,7.7730935185,7.665,7.5595,Não,6.7,Escola Pública,7.5,6.9,8.417,6.8,2.0,,Ametista,Ametista,,Ametista,,8.2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,Sem limitações,F,7.665,,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9983692248551083,Alto,1
2022,2011.0,,1,,Avaliador-4,Avaliador-2,,,,,43.0,185.0,3.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,9.0,5.0,7.4,12.0,9.0,,7.7730935185,7.856,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.833,9.5,2.0,,Ametista,Ametista,,Ametista,,5.3,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,,Sem limitações,H,7.856,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9983246202978988,Alto,1
2022,2013.0,,1,,Avaliador-13,Avaliador-3,,,,,24.0,92.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Masculino,10.0,5.0,8.8,12.0,9.2,,7.7730935185,8.179,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.833,8.8,2.0,,Ametista,Ametista,,Topázio,,8.8,Promovido de Fase,Promovido de Fase,Não avaliado,,Não atendido,U,8.179,,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9983241255738506,Alto,1
2022,2012.0,,1,,Avaliador-5,Avaliador-2,,,,,39.0,160.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,9.5,5.0,7.8,12.0,9.1,,7.7730935185,7.929,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.833,8.0,2.0,,Ametista,Ametista,,Ametista,,7.5,Mantido na Fase atual,Promovido de Fase,Não avaliado,,Não atendido,U,7.929,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.9982166987562842,Alto,1
2020,2011.0,,1,,Avaliador-4,Avaliador-2,,,,,18.0,81.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,8.5,12.0,9.2,,7.7730935185,8.22,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.833,9.0,2.0,Topázio,Ametista,Ametista,Ametista,Topázio,,8.0,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,,Sem limitações,H,8.22,Topázio,1,3.0,2.0,2.0,2.0,3.0,0.0,3.0,0.9981522857864934,Alto,1
2022,2012.0,,1,,Avaliador-4,Avaliador-2,,,,,19.0,85.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,9.5,5.0,9.1,12.0,9.2,,7.7730935185,8.2,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.556,8.3,3.0,,Ametista,Ametista,,Topázio,,9.8,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,,Sem limitações,L,8.2,,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9980994703595996,Alto,1
2021,2011.0,,1,,Avaliador-4,Avaliador-2,,,,,44.0,186.0,4.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,8.0,5.0,8.0,12.0,9.0,,7.7730935185,7.855,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.75,8.3,2.0,,Ametista,Ametista,Ametista,Ametista,,7.7,Promovido de Fase,Promovido de Fase,Não avaliado,,Sem limitações,H,7.855,,1,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.9980074755472832,Alto,1
2021,2011.0,,1,,Avaliador-13,Avaliador-3,,,,,25.0,94.0,2.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Masculino,9.0,5.0,8.8,12.0,9.2,,7.7730935185,8.172,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.917,9.3,2.0,,Ametista,Ametista,Ametista,Topázio,,8.2,Promovido de Fase,Promovido de Fase,Não avaliado,,Não atendido,L,8.172,,0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.9979893623820036,Alto,1
2020,2009.0,,1,,Avaliador-7,Avaliador-3,,,,,23.0,108.0,2.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Masculino,9.0,5.0,9.2,12.0,9.2,,7.7730935185,8.121,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.556,9.2,3.0,Ametista,Ametista,Ametista,Ametista,Topázio,,9.2,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,,Não atendido,M,8.121,Ametista,0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.9979701303394864,Alto,1
2019,2012.0,,1,,Avaliador-7,Avaliador-3,Avaliador-15,,,,9.0,56.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,10.0,5.0,8.9,12.0,9.0,,7.7730935185,8.338,7.5595,Sim,6.7,Escola Pública,7.5,7.5,9.056,9.0,3.0,Topázio,Ametista,Ametista,Topázio,Topázio,,8.8,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,Não atendido,E,8.338,Topázio,0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,0.9979447981528642,Alto,1
2022,2013.0,,1,,Avaliador-13,Avaliador-3,,,,,30.0,105.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Masculino,9.0,5.0,9.0,12.0,9.0,,7.7730935185,8.136,7.5595,Não,6.7,Escola Pública,7.5,7.5,9.083,9.2,2.0,,Ametista,Ametista,,Topázio,,8.8,Promovido de Fase,Promovido de Fase,Não avaliado,,Não atendido,U,8.136,,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9979328478447669,Alto,1
2022,2011.0,,1,,Avaliador-11,Avaliador-3,,,,,22.0,86.0,4.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,9.5,12.0,9.0,,7.7730935185,8.197,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.417,9.6,2.0,,Ametista,Ametista,,Topázio,,9.4,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,,Não atendido,K,8.197,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9978519541547205,Alto,1
2022,2010.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,7.0,27.0,1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,10.0,10.0,6.9,12.0,9.4,,7.7730935185,8.62,7.5595,Sim,7.2,Escola Pública,7.5,7.5,8.5,7.0,4.0,,Ametista,Ametista,,Topázio,,6.7,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não atendido,E,8.62,,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9941765644090513,Alto,1
2022,2009.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,5.0,23.0,3.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,8.3,10.0,7.6,12.0,9.4,,7.7730935185,8.639,7.5595,Sim,8.0,Escola Pública,7.5,7.5,9.167,8.0,4.0,,Ametista,Ametista,,Topázio,,6.7,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,F,8.639,,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9939539138268946,Alto,1
2022,2013.0,,1,,Avaliador-13,Avaliador-3,,,,,77.0,275.0,4.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Masculino,8.9,5.0,7.5,12.0,9.0,,7.7730935185,7.592,7.5595,Não,6.7,Escola Pública,7.5,6.9,8.417,7.8,2.0,,Ametista,Ametista,,Ametista,,7.2,Promovido de Fase,Promovido de Fase,Não avaliado,,Requer avaliação,S,7.592,,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.993613035108674,Alto,1
2022,2013.0,,1,,Avaliador-13,Avaliador-3,,,,,6.0,32.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,10.0,5.0,9.6,12.0,9.3,,7.7730935185,8.513,7.5595,Sim,6.7,Escola Pública,7.5,7.5,9.417,9.5,2.0,,Ametista,Ametista,,Topázio,,9.7,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,,Sem limitações,S,8.513,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9932170826691308,Alto,1
2019,2010.0,,1,,Avaliador-7,Avaliador-3,,,,,50.0,206.0,6.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Feminino,7.5,5.0,8.3,12.0,9.2,,7.7730935185,7.785,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.389,8.3,3.0,Ametista,Ametista,Ametista,Ametista,Ametista,,8.2,Mantido na Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,Não atendido,R,7.785,Ametista,1,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.9928517781398866,Alto,1
2016,2008.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,9.0,38.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 4 (9º ano),Masculino,10.0,5.0,7.7,12.0,10.0,,7.7730935185,8.468,7.5595,Não,7.3,Rede Decisão,7.5,7.5,9.125,8.2,4.0,Ametista,Ametista,Ametista,Topázio,Topázio,,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,F,8.468,Ametista,0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,0.9926724365223776,Alto,1
2021,2014.0,,1,,Avaliador-13,Avaliador-3,,,,,17.0,68.0,2.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Masculino,10.0,10.0,8.0,12.0,9.3,,7.7730935185,8.264,7.5595,Não,6.7,Rede Decisão,7.5,5.6,8.667,7.8,2.0,,Ametista,Ametista,Topázio,Topázio,,8.2,Promovido de Fase,Promovido de Fase,Não avaliado,,Requer avaliação,O,8.264,,0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.991653834573595,Alto,1
2019,2009.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,2.0,13.0,1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,10.0,10.0,7.2,12.0,9.4,,7.7730935185,8.74,7.5595,Não,6.3,Rede Decisão,7.5,8.8,8.5,8.0,4.0,Topázio,Ametista,Ametista,Topázio,Topázio,,7.2,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,A,8.74,Topázio,0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,0.9904974310865841,Alto,1
2019,2005.0,,1,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,7.0,177.0,7.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 7 (3º EM),Feminino,9.2,5.0,6.8,12.0,9.0,,7.7730935185,7.876,7.5595,Não,7.8,Rede Decisão,7.5,6.9,8.944,8.5,4.0,Topázio,Ametista,Ametista,Ametista,Ametista,,4.3,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,7.876,Topázio,1,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.9898185772463691,Alto,1
2022,2008.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,19.0,121.0,6.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 4 (9º ano),Feminino,10.0,5.0,7.8,12.0,9.0,,7.7730935185,8.084,7.5595,Sim,8.8,Escola Pública,7.5,7.5,8.417,6.8,4.0,,Ametista,Ametista,,Topázio,,7.7,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não atendido,F,8.084,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9892133918631788,Alto,1
2022,2014.0,,1,,Avaliador-11,Avaliador-3,,,,,3.0,28.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Feminino,10.0,10.0,8.5,12.0,9.6,,7.7730935185,8.616,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.5,8.8,2.0,,Ametista,Ametista,,Topázio,,8.2,Promovido de Fase,Mantido na Fase atual,Não avaliado,,Não atendido,Z,8.616,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9889967264804738,Alto,1
2022,2013.0,,1,,Avaliador-11,Avaliador-3,,,,,18.0,71.0,3.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,9.5,5.0,9.7,12.0,9.3,,7.7730935185,8.26,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.5,9.9,2.0,,Ametista,Ametista,,Topázio,,9.6,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,,Não atendido,K,8.26,,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.9884714156681969,Alto,1
2022,2013.0,,1,,Avaliador-13,Avaliador-3,,,,,14.0,54.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Masculino,9.5,5.0,8.2,12.0,10.0,,7.7730935185,8.34,7.5595,Não,6.7,Escola Pública,7.5,7.5,9.25,7.8,2.0,,Ametista,Ametista,,Topázio,,8.5,Promovido de Fase,Promovido de Fase,Não avaliado,,Não atendido,O,8.34,,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.98662132401574,Alto,1
2018,2008.0,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,1.0,18.0,1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,4.0,Fase 4 (9º ano),Feminino,9.2,10.0,7.3,12.0,8.9,,7.7730935185,8.673,7.5595,Não,8.1,Rede Decisão,7.5,9.4,8.917,6.0,4.0,Ametista,Ametista,Ametista,Topázio,Topázio,,7.7,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,P,8.673,Ametista,1,2.0,2.0,2.0,3.0,3.0,0.0,2.0,0.9854680087862222,Alto,1
